NU_INSCRICAO;NU_ANO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10059E+11;2023;F;GO;B;D;F;B;5;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;E;A;B;B
2,10059E+11;2023;M;GO;E;E;C;B;3;C;A;C;C;B;B;B;B;A;A;B;A;A;B;A;A;B;A;B;B
2,1006E+11;2023;F;GO;C;C;C;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10059E+11;2023;F;GO;D;C;F;B;3;E;A;B;C;B;A;B;A;A;A;B;A;B;B;A;A;B;A;B;B
2,1006E+11;2023;M;GO;H;H;F;D;5;D;A;B;D;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;E;F;B;B;5;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;E;E;F;F;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;B;C;A;B;B
2,10061E+11;2023;F;GO;B;C;C;B;2;B;A;B;C;B;B;B;A;B;A;A;A;B;B;A;A;C;A;B;B
2,1006E+11;2023;M;GO;E;G;B;D;3;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;E;F;C;D;4;H;B;D;D;B;A;B;B;B;A;A;A;B;B;A;B;D;A;C;B
2,10059E+11;2023;F;GO;C;B;C;B;4;G;A;C;D;B;B;B;B;B;B;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;B;G;F;D;4;B;C;B;C;B;B;B;B;B;B;A;B;A;B;A;B;D;A;B;A
2,10061E+11;2023;M;GO;B;B;F;B;6;B;A;B;C;A;A;B;B;B;B;B;A;A;B;A;B;C;A;A;B
2,10058E+11;2023;F;GO;D;D;B;B;6;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;B;E;A;A;B
2,10059E+11;2023;F;GO;B;C;B;B;7;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;E;E;B;B;3;D;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;E;E;B;B;3;B;A;B;C;A;A;B;A;A;A;B;A;A;C;A;A;D;A;B;B
2,10061E+11;2023;F;GO;E;E;C;B;2;B;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;F;GO;E;E;B;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;A;H;C;B;3;F;D;C;D;E;B;B;B;B;A;A;A;A;B;A;B;D;A;B;B
2,10061E+11;2023;M;GO;C;D;B;D;4;B;B;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;F;GO;E;E;C;B;4;C;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;A;B
2,1006E+11;2023;M;GO;H;E;A;B;5;C;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;H;B;A;B;4;C;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;M;GO;B;C;C;C;6;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;A;A;A;B
2,10059E+11;2023;M;GO;C;D;F;F;3;B;A;B;C;B;A;B;A;B;A;A;B;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;E;B;B;5;D;D;B;D;B;C;B;B;B;A;A;A;B;B;A;A;B;A;A;A
2,10061E+11;2023;F;GO;E;C;D;B;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;E;E;B;B;4;B;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;B;D;A;A;5;G;A;C;D;B;C;B;C;B;A;A;A;B;B;A;A;E;A;A;B
2,10061E+11;2023;M;GO;E;D;C;F;5;F;A;C;E;B;A;B;B;A;B;B;B;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;B;A;A;B;4;D;A;B;C;A;A;B;B;B;B;A;A;A;B;A;B;A;A;A;B
2,1006E+11;2023;F;GO;B;E;B;B;4;D;A;B;C;B;A;B;A;B;A;A;B;A;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;D;E;B;B;4;C;A;C;D;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;H;E;F;B;4;D;A;B;C;A;B;B;A;B;B;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;B;E;C;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10059E+11;2023;F;GO;H;E;C;B;5;B;A;C;D;B;C;B;B;B;A;B;A;A;C;B;A;E;A;B;B
2,1006E+11;2023;M;GO;D;D;B;B;3;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B
2,10059E+11;2023;F;GO;E;F;D;D;2;C;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;E;C;A;2;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;H;H;F;F;2;B;A;B;C;A;B;B;A;B;A;A;A;A;A;A;A;C;A;A;A
2,10061E+11;2023;M;GO;E;F;D;D;4;H;A;C;D;C;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10059E+11;2023;F;GO;E;E;C;B;5;B;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;F;F;B;D;5;E;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B
2,1006E+11;2023;F;GO;C;E;C;B;4;D;A;C;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;F;GO;E;E;C;B;2;C;A;B;C;A;A;B;A;B;A;A;A;B;A;A;A;C;A;B;B
2,10061E+11;2023;F;GO;B;B;C;B;4;F;A;B;D;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;E;E;C;C;4;C;A;B;C;B;B;B;D;B;A;B;A;A;B;A;B;E;A;A;B
2,1006E+11;2023;M;GO;F;E;F;B;2;H;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;A;B;B
2,10059E+11;2023;F;GO;F;E;F;F;2;D;A;B;C;A;A;B;B;A;A;A;A;A;A;A;A;C;A;B;B
2,10061E+11;2023;F;GO;H;D;F;B;5;B;A;A;B;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;F;GO;H;E;F;F;5;C;A;C;E;A;A;B;A;B;A;B;A;A;B;A;B;C;A;B;B
2,1006E+11;2023;F;GO;E;B;A;A;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;F;GO;H;E;D;B;2;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;B;A;B
2,1006E+11;2023;F;GO;C;E;C;F;4;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;E;D;C;D;4;D;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;D;E;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;D;E;A;B;3;B;A;B;C;A;B;B;B;A;A;B;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;F;GO;D;E;B;B;4;C;A;B;C;B;B;B;B;B;A;B;A;A;B;B;A;D;A;A;B
2,1006E+11;2023;F;GO;F;F;D;D;4;G;A;B;C;B;A;B;B;B;B;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;M;GO;D;E;F;F;4;D;A;B;D;B;A;B;A;B;A;B;A;A;B;A;B;E;A;B;B
2,10059E+11;2023;F;GO;E;E;B;A;3;B;A;B;B;A;A;B;A;A;A;B;A;A;A;A;A;D;A;B;B
2,10059E+11;2023;F;GO;E;E;C;F;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;F;GO;E;E;B;B;5;E;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;F;F;D;D;4;G;A;D;E;C;A;B;B;B;A;B;A;A;B;A;B;E;A;A;B
2,1006E+11;2023;F;GO;C;D;D;D;6;E;A;C;D;C;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;C;C;B;B;4;B;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;D;D;C;C;5;G;A;B;D;A;C;B;A;A;A;B;A;A;C;A;A;E;A;C;B
2,1006E+11;2023;M;GO;E;E;A;B;3;D;A;B;C;B;C;B;B;B;A;B;A;A;D;A;B;D;A;A;B
2,10061E+11;2023;M;GO;F;C;C;C;3;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B
2,10059E+11;2023;F;GO;D;B;C;F;3;H;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;C;B;B;B
2,1006E+11;2023;F;GO;E;F;C;B;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;C;C;B;B;4;C;A;B;C;B;A;C;B;B;A;B;A;A;D;A;B;E;A;A;B
2,10061E+11;2023;F;GO;G;E;D;D;4;G;A;E;D;B;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10059E+11;2023;M;GO;B;C;B;B;3;D;A;B;C;A;C;B;B;B;B;B;A;B;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;G;E;F;F;4;N;A;C;D;A;C;B;B;B;A;A;A;B;C;A;A;E;A;D;B
2,10059E+11;2023;M;GO;E;F;C;D;4;C;A;C;D;B;A;B;B;B;B;B;A;B;C;A;A;D;A;A;B
2,10059E+11;2023;F;GO;D;C;B;B;4;C;A;B;D;A;A;B;B;B;B;A;A;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;D;D;B;B;4;D;C;B;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10061E+11;2023;M;GO;C;G;B;D;3;E;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10059E+11;2023;F;GO;E;E;C;B;3;D;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;B;E;C;B;4;B;A;B;D;B;A;B;A;B;A;A;A;A;C;A;A;D;A;A;B
2,1006E+11;2023;M;GO;G;E;E;B;4;P;A;B;E;B;A;B;B;B;A;B;A;A;D;B;B;E;A;D;B
2,10059E+11;2023;F;GO;E;E;F;B;3;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10061E+11;2023;M;GO;D;D;C;B;5;D;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;C;D;C;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;F;GO;H;E;F;C;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;E;E;B;B;4;C;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;H;E;F;C;4;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;E;E;F;B;5;B;A;B;C;B;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;C;C;C;B;5;E;A;C;D;B;A;B;A;B;A;B;A;A;C;A;B;D;A;A;B
2,1006E+11;2023;F;GO;C;B;B;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;M;GO;D;D;C;C;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,1006E+11;2023;F;GO;A;E;B;B;3;B;A;B;A;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,1006E+11;2023;F;GO;F;F;E;A;4;P;B;D;D;B;A;B;A;B;A;B;A;B;C;A;A;D;A;B;B
2,1006E+11;2023;F;GO;C;B;A;A;5;G;A;B;C;B;C;B;B;A;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;E;E;F;F;5;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,10061E+11;2023;M;GO;C;E;C;B;3;C;A;B;C;B;A;A;A;B;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;M;GO;H;H;F;D;4;G;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;E;E;E;F;3;E;A;C;C;B;A;C;B;B;A;B;A;A;C;A;B;A;A;A;B
2,1006E+11;2023;M;GO;D;F;F;B;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;M;GO;D;F;D;D;3;E;A;B;C;A;A;B;B;B;B;A;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;M;GO;E;C;B;B;4;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;D;E;C;B;3;C;A;B;C;B;C;B;B;B;A;A;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;F;GO;B;E;C;F;4;C;C;B;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
2,10059E+11;2023;M;GO;H;E;C;C;5;C;A;B;C;A;B;B;B;A;A;B;A;A;B;A;B;D;A;A;B
2,10059E+11;2023;F;GO;H;D;F;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;M;GO;E;E;B;B;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;F;F;D;3;C;A;B;C;B;A;B;A;B;A;A;A;B;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;B;D;C;C;3;B;A;C;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;B;E;C;F;3;A;A;B;B;B;A;B;A;B;A;B;A;B;B;A;A;A;A;A;A
2,10059E+11;2023;F;GO;D;E;C;B;3;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;H;C;B;B;4;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10058E+11;2023;F;GO;E;D;C;B;7;D;A;B;D;B;B;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;F;GO;G;G;E;D;4;F;A;C;C;C;A;B;B;B;A;B;A;B;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;B;D;C;A;5;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;F;GO;E;H;D;B;6;D;A;B;D;B;A;B;B;B;A;B;A;B;D;A;A;E;A;A;B
2,10058E+11;2023;M;GO;C;F;D;D;3;D;A;C;C;B;B;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;E;E;B;B;6;C;A;B;C;A;B;B;A;A;A;B;A;A;B;B;A;D;A;A;B
2,10061E+11;2023;M;GO;E;E;C;B;5;G;A;C;D;D;A;B;A;B;A;B;A;B;A;A;A;E;A;A;B
2,10059E+11;2023;F;GO;A;E;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;A
2,10061E+11;2023;M;GO;E;E;C;B;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;D;E;C;B;4;C;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;D;A;A;B
2,10059E+11;2023;F;GO;C;C;B;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;H;E;C;F;3;C;A;C;C;B;A;B;A;B;A;B;A;A;B;B;B;D;A;B;B
2,10061E+11;2023;F;GO;E;D;D;B;5;C;A;C;D;D;A;B;B;B;A;B;A;A;B;A;B;E;A;B;B
2,10061E+11;2023;F;GO;E;E;C;A;5;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10058E+11;2023;F;GO;E;E;E;E;4;G;A;B;C;B;C;B;B;B;B;B;A;A;C;A;A;E;A;B;B
2,10058E+11;2023;M;GO;E;B;B;B;3;C;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;F;GO;E;F;C;D;6;G;A;D;D;B;A;C;B;B;A;B;A;B;C;A;B;A;B;A;B
2,1006E+11;2023;M;GO;E;E;B;B;6;D;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;H;C;F;F;2;B;A;C;D;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;B
2,10061E+11;2023;M;GO;F;G;D;D;4;H;A;D;D;C;A;B;B;B;A;A;A;A;A;A;A;D;A;B;B
2,10059E+11;2023;F;GO;B;B;A;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;D;F;C;B;4;E;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B
2,1006E+11;2023;F;GO;C;D;C;B;5;B;A;C;C;B;A;B;A;B;A;B;A;B;B;A;A;A;A;A;B
2,10061E+11;2023;M;GO;B;D;A;B;10;A;A;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A
2,10061E+11;2023;F;GO;E;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;B;A;C;A;A;B
2,10059E+11;2023;M;GO;C;E;C;B;4;C;A;D;D;C;B;D;B;B;A;B;A;A;C;B;B;E;A;D;B
2,1006E+11;2023;F;GO;C;B;F;B;4;D;A;B;D;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;D;D;B;C;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;D;E;F;F;4;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;A;A;A;B
2,1006E+11;2023;M;GO;E;C;C;C;7;C;A;B;E;A;C;B;B;C;A;B;A;B;B;A;B;E;A;B;B
2,10059E+11;2023;F;GO;H;E;C;B;3;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;A;A;A;B
2,10061E+11;2023;F;GO;D;D;F;F;4;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;B;E;A;B;B
2,1006E+11;2023;M;GO;E;E;D;D;3;D;A;B;C;C;A;B;B;B;A;B;A;A;C;A;A;E;A;C;B
2,10059E+11;2023;F;GO;D;F;B;B;4;B;A;C;D;B;B;B;B;B;A;A;A;A;C;A;B;A;A;A;B
2,10059E+11;2023;F;GO;B;C;C;B;3;B;D;B;C;B;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;C;H;B;A;4;B;A;B;C;B;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;D;E;C;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;B;G;D;D;4;K;D;D;E;B;B;B;B;B;A;B;A;A;D;A;A;E;A;B;B
2,10061E+11;2023;F;GO;H;E;F;D;3;F;A;C;C;B;B;B;A;B;A;B;A;B;B;B;B;E;A;C;B
2,10058E+11;2023;F;GO;H;E;F;B;4;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;B;E;C;B;3;F;A;B;D;B;A;B;A;B;B;B;A;B;C;A;B;D;B;B;B
2,1006E+11;2023;F;GO;C;E;A;B;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;E;C;D;C;5;F;A;C;D;B;A;B;A;B;A;A;A;A;C;A;A;D;A;B;B
2,1006E+11;2023;F;GO;E;G;B;D;3;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;D;C;C;B;4;D;A;B;D;B;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;E;F;F;B;4;E;A;C;E;C;A;B;B;B;A;A;A;A;C;A;A;E;B;A;B
2,10059E+11;2023;F;GO;E;E;F;F;6;B;A;B;C;A;A;B;A;B;A;A;A;A;C;A;A;D;A;A;B
2,1006E+11;2023;F;GO;D;E;B;B;4;F;A;B;D;B;A;B;B;B;A;A;B;A;B;A;B;E;A;A;B
2,10059E+11;2023;M;GO;H;E;C;B;3;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;E;E;C;F;4;F;A;C;C;B;B;B;A;B;B;B;A;A;B;B;B;E;A;A;B
2,10059E+11;2023;F;GO;H;H;B;B;3;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;G;G;E;E;4;P;C;E;E;C;A;B;A;B;A;B;B;B;D;B;B;E;A;C;B
2,1006E+11;2023;M;GO;E;E;A;B;4;C;A;C;E;B;B;B;B;B;A;B;A;B;C;A;B;E;A;B;B
2,1006E+11;2023;F;GO;D;E;D;D;2;I;A;D;D;B;A;B;B;B;A;B;A;B;C;A;B;C;A;B;B
2,1006E+11;2023;F;GO;D;D;C;C;4;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;C;D;C;B;3;C;A;B;D;B;A;B;B;B;A;B;A;A;B;B;A;D;A;A;B
2,10059E+11;2023;F;GO;E;E;F;C;2;B;A;B;C;A;A;B;B;B;A;B;A;A;C;B;B;C;A;B;B
2,1006E+11;2023;M;GO;C;E;C;B;4;B;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;A;A;A;B
2,1006E+11;2023;F;GO;E;F;E;B;4;H;A;C;D;C;A;B;B;B;B;B;A;A;B;A;A;D;A;C;B
2,10059E+11;2023;M;GO;D;F;C;D;3;F;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;C;E;A;A;4;D;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;B;B;C;A;5;B;D;B;D;A;A;B;A;B;A;B;B;A;B;B;A;E;A;A;B
2,10061E+11;2023;F;GO;E;C;B;B;4;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;M;GO;H;H;A;B;2;C;A;C;C;A;A;B;B;A;A;B;A;A;A;A;A;B;A;B;B
2,1006E+11;2023;F;GO;D;E;B;B;4;B;A;C;C;B;A;B;B;B;A;B;A;A;B;A;B;C;A;B;B
2,10061E+11;2023;F;GO;C;F;B;B;3;C;A;B;B;B;C;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;E;E;F;B;3;B;D;B;C;A;B;B;A;A;A;A;A;A;B;A;A;A;A;A;B
2,1006E+11;2023;F;GO;H;C;F;F;4;A;A;C;E;A;A;B;B;B;B;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;F;E;D;B;4;I;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;A;B;B;B
2,1006E+11;2023;M;GO;B;E;B;B;4;E;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;M;GO;C;G;C;B;3;D;A;C;D;A;B;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;B;B;A;B;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;D;E;C;C;4;C;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;D;E;A;B;4;C;A;D;D;C;A;B;B;B;A;B;A;A;B;A;B;E;B;B;B
2,10059E+11;2023;M;GO;D;E;B;B;3;B;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;D;A;A;B
2,10059E+11;2023;M;GO;E;D;C;B;4;E;A;C;D;C;B;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;D;E;F;A;7;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;A
2,10059E+11;2023;F;GO;B;A;F;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;B;A;B;B;5;B;A;C;C;A;B;B;B;B;B;A;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;F;GO;G;G;E;D;4;L;A;C;D;C;B;B;B;B;A;B;A;B;B;A;B;E;A;C;B
2,10061E+11;2023;F;GO;E;B;D;B;5;C;A;C;D;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;F;E;B;F;3;C;A;C;C;C;A;B;A;B;A;A;A;A;B;A;A;D;A;C;B
2,1006E+11;2023;F;GO;D;F;D;D;2;D;A;C;C;A;B;B;B;B;A;B;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;E;F;B;B;3;N;A;C;E;C;B;C;B;B;A;A;A;B;C;A;B;E;A;B;B
2,10059E+11;2023;M;GO;C;C;C;B;4;C;A;C;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;E;E;B;F;2;B;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10058E+11;2023;M;GO;C;E;D;B;4;E;C;C;D;A;C;B;B;B;A;B;A;A;D;A;A;E;A;B;B
2,1006E+11;2023;F;GO;E;F;C;D;4;C;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;B;A;A;B
2,1006E+11;2023;F;GO;C;F;B;A;3;D;A;B;E;B;C;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;B;B;C;B;5;B;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10058E+11;2023;F;GO;D;E;D;F;4;G;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;M;GO;C;E;A;B;3;B;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;F;E;D;B;5;F;A;C;E;C;A;B;B;C;A;B;A;B;D;A;A;E;A;D;B
2,1006E+11;2023;F;GO;C;F;C;D;2;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;E;F;B;D;5;C;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;E;B;A;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10059E+11;2023;F;GO;D;E;F;B;4;A;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
