NU_INSCRICAO;NU_ANO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10059E+11;2023;F;GO;B;D;C;B;2;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;A;A;A;B
2,10061E+11;2023;M;GO;B;E;A;D;2;C;A;B;C;A;A;B;A;A;A;B;A;A;A;A;A;C;A;A;A
2,10061E+11;2023;F;GO;F;E;D;B;2;G;A;C;D;B;C;B;B;A;A;A;A;A;C;A;A;D;A;B;B
2,10059E+11;2023;F;GO;E;E;D;B;3;L;A;B;C;B;A;B;B;B;A;B;A;B;B;A;B;D;A;B;B
2,10059E+11;2023;M;GO;E;E;F;B;7;C;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;M;GO;H;H;F;F;4;C;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;C;B;B;B
2,1006E+11;2023;F;GO;G;F;D;D;4;D;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;M;GO;E;C;B;B;3;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;E;D;B;B;4;B;A;B;C;B;A;B;B;B;A;A;A;A;B;B;A;A;A;B;B
2,10059E+11;2023;F;GO;H;E;F;F;3;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;B;E;C;F;3;C;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;A;A;B
2,10059E+11;2023;F;GO;B;E;A;A;4;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;B;E;F;F;5;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;B;B;B
2,10059E+11;2023;M;GO;E;G;C;D;3;D;A;C;D;B;B;B;B;A;A;B;A;A;B;A;A;D;A;C;B
2,10058E+11;2023;F;GO;D;E;C;C;3;D;A;B;C;A;C;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10059E+11;2023;M;GO;E;E;C;B;4;E;A;B;D;B;A;B;B;B;B;B;A;A;B;B;A;D;A;C;B
2,1006E+11;2023;F;GO;C;B;D;B;2;B;A;B;C;A;A;B;B;B;A;B;A;B;B;A;B;C;A;B;B
2,10059E+11;2023;F;GO;D;E;A;C;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;F;GO;A;E;C;B;6;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;H;D;D;B;6;C;A;C;D;A;A;B;B;A;A;A;A;A;C;A;A;D;A;B;B
2,10059E+11;2023;M;GO;B;B;B;A;2;A;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
2,10059E+11;2023;F;GO;H;E;F;B;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;M;GO;B;B;C;B;5;E;A;C;E;B;E;B;D;B;A;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;E;E;A;D;3;G;A;B;D;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10058E+11;2023;M;GO;C;E;F;C;5;K;A;C;D;C;A;B;A;B;B;B;A;B;B;A;B;A;A;B;B
2,10059E+11;2023;M;GO;C;F;C;D;4;G;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;E;A;A;B
2,10061E+11;2023;F;GO;B;B;C;D;5;B;A;B;C;B;A;B;A;B;B;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;E;E;A;B;2;C;A;C;C;B;B;B;B;B;A;B;A;A;C;A;B;D;A;B;B
2,10061E+11;2023;F;GO;C;E;C;C;4;C;A;B;C;A;B;B;A;B;A;B;A;A;D;A;B;E;A;C;B
2,10061E+11;2023;M;GO;D;B;C;C;5;B;A;B;C;A;B;B;A;B;A;A;A;A;A;A;A;B;A;A;B
2,1006E+11;2023;F;GO;F;F;D;D;3;D;A;B;D;A;B;B;B;B;A;B;A;A;B;A;A;D;A;C;B
2,1006E+11;2023;M;GO;E;F;F;F;5;B;A;C;D;B;A;B;B;B;A;B;A;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;E;E;F;D;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;C;C;D;B;3;B;A;B;C;B;B;B;A;B;A;B;A;A;B;A;B;C;A;A;B
2,10058E+11;2023;M;GO;H;F;D;B;5;Q;A;E;D;D;A;C;C;B;A;C;B;B;E;B;B;E;B;E;B
2,10059E+11;2023;F;GO;D;E;C;F;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,10059E+11;2023;M;GO;F;E;D;D;4;I;A;B;C;B;B;B;B;B;A;B;A;B;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;H;H;C;B;2;G;D;B;C;A;A;B;A;B;A;B;A;A;B;A;B;C;A;A;B
2,10059E+11;2023;M;GO;E;E;B;D;4;E;A;C;D;C;B;B;B;B;A;A;A;A;C;A;A;E;B;A;B
2,10061E+11;2023;M;GO;E;F;E;D;4;M;B;C;D;C;D;B;C;B;A;B;A;B;C;A;A;D;A;C;B
2,10058E+11;2023;F;GO;C;C;F;F;4;B;A;B;D;A;C;B;B;B;A;A;A;A;B;B;B;C;A;A;B
2,1006E+11;2023;F;GO;D;E;D;E;4;H;D;D;E;D;A;B;C;B;A;B;A;B;C;A;B;E;A;D;B
2,10059E+11;2023;M;GO;E;F;D;B;5;H;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;M;GO;C;D;D;D;4;C;A;C;E;C;A;B;A;B;B;B;A;B;C;A;A;E;A;A;B
2,10059E+11;2023;M;GO;H;H;D;F;4;C;A;B;C;A;B;B;C;B;A;A;A;A;A;A;A;E;A;A;B
2,10058E+11;2023;F;GO;E;C;F;F;7;B;B;B;D;B;B;B;A;B;A;B;A;A;A;A;A;A;B;A;B
2,10061E+11;2023;F;GO;D;D;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10059E+11;2023;M;GO;C;B;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;E;E;D;C;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2,10059E+11;2023;F;GO;B;H;C;B;4;B;A;B;C;A;A;B;B;B;B;A;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;M;GO;C;E;B;B;4;F;A;B;C;B;B;B;A;B;A;B;A;B;B;A;A;E;A;A;B
2,10058E+11;2023;F;GO;F;F;E;E;4;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;C;B
2,10059E+11;2023;F;GO;E;E;C;F;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;B;A;B
2,10059E+11;2023;M;GO;F;C;E;B;4;H;A;D;D;C;A;B;A;B;B;B;A;A;C;A;B;A;A;B;B
2,1006E+11;2023;F;GO;H;D;B;B;4;F;A;C;D;C;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;D;E;B;B;4;A;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;B;A;A;A
2,10059E+11;2023;M;GO;E;C;D;B;4;B;D;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;B;G;B;D;5;D;A;D;D;C;C;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;F;G;E;D;3;E;B;D;D;C;B;B;B;B;A;B;A;B;C;A;B;D;A;B;B
2,10059E+11;2023;F;GO;H;G;C;D;4;D;A;B;C;B;B;B;B;B;A;B;A;A;C;A;B;E;A;C;B
2,10061E+11;2023;F;GO;H;C;F;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10059E+11;2023;F;GO;E;E;D;B;4;G;A;B;C;C;A;B;B;B;A;B;A;A;C;A;B;D;A;A;B
2,1006E+11;2023;F;GO;B;C;B;B;3;B;A;B;C;B;A;B;A;B;A;A;B;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;C;A;C;B;4;B;A;C;D;B;A;B;B;B;A;B;A;A;B;B;B;E;A;A;B
2,10059E+11;2023;F;GO;D;C;C;B;5;C;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;M;GO;F;F;D;D;3;M;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;C;B;C;B;4;B;A;B;C;B;A;B;B;A;A;A;A;A;A;A;A;C;A;A;B
2,10059E+11;2023;F;GO;B;B;B;B;3;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;B;C;A;B;B
2,10059E+11;2023;F;GO;H;B;F;B;2;D;A;B;C;A;A;B;A;B;A;A;A;A;A;A;A;B;A;A;A
2,1006E+11;2023;M;GO;B;B;C;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;E;E;D;D;5;I;A;C;C;B;C;B;B;B;B;B;B;B;A;A;A;E;A;C;B
2,10059E+11;2023;M;GO;C;D;C;B;6;E;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;C;C;D;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;H;E;B;D;4;B;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;M;GO;E;E;F;B;4;D;A;C;C;B;B;B;B;B;B;B;A;B;B;B;B;E;B;B;B
2,10059E+11;2023;F;GO;C;C;B;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10059E+11;2023;M;GO;H;F;F;B;3;D;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;D;D;A;C;4;F;A;B;C;B;C;B;B;B;A;B;A;A;B;A;B;E;A;A;B
2,1006E+11;2023;F;GO;H;D;C;B;4;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;E;C;C;B;3;C;A;B;C;B;B;B;A;B;A;A;A;B;C;A;A;D;A;B;B
2,10061E+11;2023;M;GO;D;G;F;D;4;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;E;G;C;D;4;J;A;C;C;B;A;B;A;B;A;B;A;A;C;B;A;B;A;B;B
2,1006E+11;2023;F;GO;G;G;D;D;5;O;B;B;E;C;A;B;B;B;A;A;B;A;B;A;A;E;B;B;B
2,1006E+11;2023;M;GO;B;E;C;B;4;D;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;D;D;D;B;4;E;A;C;D;B;A;B;B;B;A;A;A;A;C;A;A;E;A;C;B
2,1006E+11;2023;F;GO;B;D;C;B;3;C;A;B;D;A;A;C;C;A;A;A;A;A;A;A;A;B;A;A;B
2,1006E+11;2023;F;GO;E;E;D;D;4;F;A;C;D;B;B;C;A;B;A;B;A;A;D;A;A;E;A;B;B
2,10059E+11;2023;F;GO;C;E;F;F;3;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10059E+11;2023;M;GO;E;E;D;E;3;H;A;C;E;C;A;C;B;B;A;A;A;B;D;A;A;E;A;B;B
2,10061E+11;2023;F;GO;E;E;D;B;3;I;A;B;C;B;A;B;B;B;A;A;A;A;B;A;B;D;A;C;B
2,1006E+11;2023;F;GO;E;C;C;B;5;D;A;B;C;B;A;A;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;M;GO;D;F;C;F;5;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,1006E+11;2023;F;GO;H;E;F;F;2;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;H;C;C;B;2;B;A;B;B;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;H;E;F;B;3;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;B;D;A;C;2;B;A;B;C;A;B;B;A;B;A;A;A;A;A;A;A;C;A;A;A
2,10059E+11;2023;M;GO;E;E;B;D;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;B;B;B;A;5;B;B;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
2,10059E+11;2023;M;GO;D;E;C;B;4;C;A;C;C;B;A;B;A;B;A;B;B;B;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;F;G;E;F;5;F;B;D;D;C;A;B;B;B;B;B;A;B;C;A;B;E;A;B;B
2,1006E+11;2023;M;GO;B;B;A;B;3;B;C;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
2,1006E+11;2023;F;GO;D;E;C;B;2;C;A;C;D;B;A;B;B;B;B;B;A;B;C;B;A;C;A;B;B
2,1006E+11;2023;F;GO;C;F;C;C;4;F;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;F;F;D;D;4;C;A;C;D;B;B;B;A;A;A;B;A;B;C;A;A;E;B;B;B
2,10061E+11;2023;M;GO;D;D;D;B;5;E;A;C;E;B;A;B;B;B;B;B;A;A;C;A;B;E;A;B;B
2,10061E+11;2023;F;GO;B;C;A;B;4;A;D;B;C;A;A;B;A;B;A;A;A;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;H;F;F;F;3;A;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;E;E;B;B;3;C;A;C;D;B;B;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;H;H;F;F;4;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;M;GO;H;E;F;B;5;D;A;C;D;A;A;B;A;B;A;B;A;A;A;A;A;E;A;A;B
2,10061E+11;2023;F;GO;H;C;F;B;4;B;A;C;D;B;A;B;A;B;A;B;A;B;B;A;B;D;A;C;B
2,10059E+11;2023;F;GO;D;D;C;B;4;B;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;C;C;C;B;4;B;A;C;D;A;A;B;B;B;A;B;A;A;B;A;B;C;A;A;B
2,1006E+11;2023;F;GO;H;H;B;B;3;D;A;B;D;B;A;B;A;B;A;B;A;A;A;A;A;D;A;A;A
2,1006E+11;2023;F;GO;H;E;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;D;D;C;B;3;F;A;B;D;A;A;B;A;A;A;A;A;A;C;B;B;B;A;B;B
2,1006E+11;2023;M;GO;D;E;C;B;3;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10059E+11;2023;F;GO;C;D;C;B;2;B;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;B;D;F;B;5;D;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;H;H;F;F;5;D;A;B;D;B;B;B;B;B;B;B;A;A;B;A;B;E;A;B;B
2,10061E+11;2023;F;GO;D;D;A;F;3;D;A;C;D;B;B;B;B;B;A;A;A;A;B;A;B;E;A;B;B
2,10059E+11;2023;M;GO;E;E;D;F;5;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;E;B;B;B
2,1006E+11;2023;M;GO;D;D;B;B;3;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;B;D;A;B;B
2,10059E+11;2023;F;GO;G;G;E;E;4;Q;D;E;E;B;A;B;B;B;A;B;A;A;C;B;B;E;A;D;B
2,10061E+11;2023;F;GO;B;B;A;B;5;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;B;D;A;A;B
2,10059E+11;2023;M;GO;E;E;E;F;5;G;A;D;C;B;A;C;C;B;A;B;A;B;B;B;B;E;A;E;B
2,10061E+11;2023;F;GO;D;B;C;C;5;G;A;D;E;A;A;B;B;C;A;B;A;A;B;B;A;E;A;A;B
2,10059E+11;2023;M;GO;E;E;C;C;4;F;A;C;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;B;D;C;B;4;C;A;B;B;B;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;B;C;D;C;4;F;A;C;D;C;A;B;A;B;A;A;A;A;C;A;A;E;A;A;B
2,10059E+11;2023;M;GO;B;E;B;B;4;F;A;C;D;B;B;B;B;B;A;B;A;A;A;A;A;E;A;A;B
2,10061E+11;2023;M;GO;B;E;B;B;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;H;E;C;B;2;B;A;B;C;A;B;B;B;B;A;B;A;B;B;A;A;C;A;B;B
2,1006E+11;2023;M;GO;D;E;B;B;3;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B
2,10061E+11;2023;F;GO;D;E;A;C;3;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;M;GO;E;E;B;B;2;C;B;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B
2,10059E+11;2023;F;GO;E;F;D;B;2;E;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10059E+11;2023;F;GO;B;G;F;D;5;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10061E+11;2023;F;GO;B;B;A;A;6;B;A;B;C;A;A;B;A;C;B;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;H;B;A;F;6;D;A;C;D;B;B;B;B;B;A;B;A;A;A;A;A;D;A;A;B
2,10061E+11;2023;F;GO;E;E;F;B;3;C;A;B;C;A;B;B;A;B;A;B;A;A;C;A;B;C;A;B;B
2,10061E+11;2023;M;GO;H;H;F;F;2;C;A;C;E;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;E;B;B;5;G;A;B;D;B;A;B;B;B;B;B;A;A;B;A;A;E;A;C;B
2,1006E+11;2023;F;GO;H;C;B;D;5;C;A;C;C;A;A;B;A;B;A;B;A;A;A;A;A;E;A;D;B
2,10059E+11;2023;M;GO;E;E;D;B;4;C;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;D;B;B;B;3;F;A;C;D;A;C;B;C;B;B;A;A;A;D;B;A;D;A;A;B
2,10061E+11;2023;M;GO;H;D;F;B;3;G;B;E;E;B;B;C;C;B;B;B;A;A;D;A;B;D;B;C;B
2,10059E+11;2023;M;GO;B;E;C;B;4;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2,10059E+11;2023;F;GO;H;G;F;D;3;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;C;B
2,10059E+11;2023;F;GO;E;E;F;F;4;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;B;D;C;F;5;C;A;B;C;B;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2,1006E+11;2023;M;GO;H;G;B;B;3;C;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;B;A;B
2,10059E+11;2023;F;GO;C;D;B;B;4;B;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;H;D;D;D;5;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;D;E;C;B;3;E;A;D;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;M;GO;C;D;C;B;4;G;A;C;D;B;A;B;B;B;A;B;A;A;A;A;A;B;A;B;B
2,10059E+11;2023;M;GO;D;D;A;F;4;A;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;B;D;B;B;4;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;G;C;E;5;F;A;B;D;B;B;B;B;B;B;B;A;A;C;A;A;E;A;B;B
2,10059E+11;2023;F;GO;E;E;F;F;4;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;E;E;C;B;3;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;F;G;E;D;4;L;D;D;E;C;B;B;C;B;B;B;A;B;D;A;B;E;A;B;B
2,10058E+11;2023;F;GO;B;B;A;A;4;B;A;C;D;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;D;D;D;7;D;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;E;F;D;B;6;H;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;F;F;D;D;4;G;A;D;D;B;A;C;B;B;A;B;A;A;C;B;B;E;A;D;B
2,1006E+11;2023;F;GO;H;H;A;F;3;B;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;A;A;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;E;E;F;F;4;G;A;C;D;B;A;B;A;B;A;A;A;A;C;A;A;D;A;A;B
2,1006E+11;2023;F;GO;A;A;B;B;9;C;A;C;E;A;A;B;B;B;A;A;A;A;A;A;A;D;A;A;A
2,1006E+11;2023;F;GO;D;F;D;B;4;P;A;C;D;B;A;B;B;B;A;B;A;B;B;B;A;E;A;C;B
2,10059E+11;2023;F;GO;F;F;A;D;4;I;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;H;C;F;B;4;C;A;C;D;B;A;B;B;B;A;B;A;A;B;A;B;D;A;A;B
2,10058E+11;2023;F;GO;D;G;B;B;2;C;A;B;C;A;B;B;B;B;B;B;A;A;B;B;A;C;A;B;B
2,10061E+11;2023;F;GO;E;F;D;D;4;L;A;B;C;C;B;B;B;B;A;B;B;B;C;B;A;E;A;B;B
2,1006E+11;2023;F;GO;F;E;F;B;1;B;A;B;B;A;A;B;B;B;A;A;A;A;A;A;A;B;A;A;B
2,10059E+11;2023;M;GO;G;F;E;D;2;O;A;C;C;B;A;B;B;B;A;B;A;A;D;A;A;C;A;B;B
2,10058E+11;2023;F;GO;E;E;D;D;3;C;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;F;F;E;D;3;Q;B;E;E;B;A;D;C;B;B;B;B;B;D;A;B;D;A;D;B
2,10061E+11;2023;M;GO;H;H;F;F;4;C;A;B;C;A;A;B;A;B;B;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;M;GO;D;F;A;D;3;H;A;E;E;B;A;B;C;B;A;B;A;A;C;A;B;D;A;B;B
2,10059E+11;2023;M;GO;E;F;A;B;6;D;A;E;E;A;B;B;B;B;A;A;A;A;C;A;A;E;A;A;B
2,1006E+11;2023;M;GO;F;F;E;D;4;C;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;D;B;B;B
2,10061E+11;2023;M;GO;H;F;F;F;4;J;A;B;D;B;A;B;C;A;A;B;A;A;D;A;A;E;B;C;B
2,10059E+11;2023;M;GO;E;E;B;B;5;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;M;GO;E;E;C;F;5;G;A;C;D;B;A;B;B;B;B;B;A;B;C;A;A;D;B;B;B
2,10059E+11;2023;F;GO;H;E;F;B;7;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,10058E+11;2023;M;GO;H;E;F;B;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;E;B;B;4;C;A;B;D;A;A;B;B;A;A;A;A;A;B;A;B;C;A;B;B
2,10059E+11;2023;F;GO;E;F;D;D;5;B;A;B;B;B;A;B;B;A;A;A;A;A;B;A;A;C;B;B;B
2,10058E+11;2023;F;GO;E;E;C;A;6;E;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;A;D;A;B;2;B;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;F;GO;E;E;B;B;3;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;B;D;B;B;3;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;B;C;C;B;4;E;A;C;D;B;B;B;B;B;A;B;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;M;GO;B;C;B;B;3;C;A;B;D;B;A;B;A;B;B;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;E;E;D;D;5;K;D;D;D;C;C;B;B;B;A;B;A;B;C;A;B;E;A;C;B
2,10059E+11;2023;M;GO;F;F;E;C;1;H;A;B;B;A;A;B;B;B;A;B;A;B;A;A;A;B;A;B;B
2,10059E+11;2023;M;GO;D;E;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,10061E+11;2023;M;GO;H;E;E;D;5;D;A;D;D;B;A;B;B;A;A;B;A;A;D;B;A;E;A;B;B
2,10059E+11;2023;F;GO;D;E;C;F;5;H;A;C;D;A;B;B;B;B;B;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;M;GO;B;B;B;B;4;D;A;B;D;A;B;B;A;B;B;B;A;A;B;A;A;D;B;B;B
2,1006E+11;2023;F;GO;E;E;B;D;6;E;A;C;D;B;B;B;A;B;A;B;A;A;D;A;A;E;A;D;B
2,10058E+11;2023;F;GO;H;E;F;F;3;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;B;B;B
2,10059E+11;2023;M;GO;H;D;F;B;6;B;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;M;GO;D;D;F;F;3;E;A;B;C;B;A;B;A;B;A;A;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;D;C;C;B;4;B;A;B;C;A;B;B;A;A;A;B;A;A;B;B;A;D;A;A;B
2,10059E+11;2023;F;GO;D;D;B;B;2;C;A;B;C;B;A;B;A;B;B;A;A;A;A;B;A;C;A;B;B
2,10059E+11;2023;M;GO;E;D;F;F;4;B;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;F;F;D;D;4;K;D;E;D;C;A;C;B;B;A;B;A;B;E;B;B;E;B;A;B
